noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Collective_0,Collective_1,Common_0,Common_1,Count_0,Count_1,Derived_0,Eventive_0,Eventive_1,Mass_0,Mass_1,Pluralia Tantum_0,Pluralia Tantum_1,Singularia Tantum_0,Singularia Tantum_1,Usually Verb_0,Verbalizable_0,Verbalizable_1,Verbalizable_2
representative,0.17219010,0.35490006,0.71744421,0.69139639,0.00000000,0.28531057,0.00000000,-0.30319044,0.00000000,-0.61961597,-0.95405471,0.70980012,0.00000000,0.88197249,0.55291593,0.73967147,0.64312130,0.00000000,0.57062113,0.00000000,0.00000000,0.00000000,-0.60638088,0.00000000,0.00000000,0.00000000,-0.61961597,0.00000000,0.00000000,-0.95405471
reprocessing,2.12784228,0.00000000,0.40380791,0.92351225,0.00000000,0.97099036,0.44522825,0.00000000,0.00000000,-0.61569649,0.00000000,0.00000000,0.00000000,0.00000000,0.80761582,0.91587710,0.93114740,0.00000000,0.96272808,0.97925264,0.89045650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61569649,0.00000000,0.00000000,0.00000000
republic,0.77647829,0.45927891,0.77181572,0.92626256,0.00000000,0.83398536,0.00000000,0.00000000,0.00000000,-0.61255372,-1.60231054,0.91855782,0.00000000,0.90617520,0.63745624,0.94431180,0.90821332,0.00000000,0.71437889,0.95359182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61255372,0.00000000,-0.63936728,-0.96294326
republican,-0.87558874,0.40286291,0.70498863,0.76278743,0.00000000,0.00000000,0.00000000,-0.27877870,0.00000000,-0.59617090,-1.87127811,0.80572581,0.00000000,0.83794320,0.57203406,0.94186020,0.58371466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55755740,0.00000000,0.00000000,0.00000000,-0.59617090,0.00000000,-0.93024260,-0.94103551
reputation,0.66087136,0.00000000,0.88551688,0.94642892,0.00000000,0.55821529,0.35662034,0.00000000,0.00000000,-0.61886692,-1.46704316,0.00000000,0.00000000,0.93900061,0.83203316,0.96854424,0.92431360,0.00000000,0.55535638,0.56107420,0.71324068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61886692,0.00000000,-0.50989926,-0.95714390
request,1.06490287,0.35297847,0.89367828,0.93486109,0.00000000,0.95517501,0.40268475,0.00000000,0.00000000,-0.56150043,-1.91297430,0.70595694,0.00000000,0.91278499,0.87457156,0.89925921,0.97046298,0.00000000,0.93332928,0.97702074,0.80536950,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56150043,0.00000000,-0.97085899,-0.94211531
requirement,-0.60661888,0.00000000,0.40597653,0.93230078,0.00000000,0.84156534,0.45972896,0.00000000,0.00000000,-0.58838701,-2.65780348,0.00000000,0.00000000,0.00000000,0.81195307,0.89414871,0.97045285,0.00000000,0.70544738,0.97768331,0.91945791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58838701,-0.72694623,-0.96498024,-0.96587700
resale,1.30123580,0.25241390,0.80160761,0.90166962,0.00000000,0.90272501,0.00000000,0.00000000,0.00000000,-0.58191252,-0.97526783,0.50482780,0.00000000,0.74216527,0.86104995,0.90250915,0.90083009,0.00000000,0.82973540,0.97571462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58191252,0.00000000,-0.97526783,0.00000000
rescue,1.55138880,0.38816342,0.87568340,0.88854983,0.00000000,0.96219406,0.00000000,0.00000000,0.00000000,-0.58741283,-0.97578907,0.77632684,0.00000000,0.89789861,0.85346818,0.89911479,0.87798488,0.00000000,0.94490725,0.97948086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58741283,0.00000000,-0.97578907,0.00000000
research,0.55590910,0.28485212,0.28219622,0.90765733,0.00000000,0.95934391,0.48583731,0.00000000,0.00000000,-0.59832692,-1.76565087,0.56970423,0.00000000,0.00000000,0.56439245,0.90835339,0.90696126,0.00000000,0.93844765,0.98024017,0.97167462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59832692,-0.79259664,-0.97305423,0.00000000
researcher,-0.29325390,0.31784266,0.55524194,0.74968049,0.00000000,0.42884916,0.36286640,-0.31507942,-0.25316203,-0.58307874,-1.55641437,0.63568532,0.00000000,0.58019429,0.53028959,0.80298287,0.69637811,0.00000000,0.85769832,0.00000000,0.72573280,0.00000000,-0.63015884,0.00000000,-0.50632405,0.00000000,-0.58307874,0.00000000,-0.62349123,-0.93292314
resemblance,-0.56513652,0.00000000,0.78371477,0.93143067,0.00000000,0.72622550,0.39194289,-0.29571739,0.00000000,-0.58280027,-2.51993269,0.00000000,0.00000000,0.70139873,0.86603081,0.90858036,0.95428097,0.00000000,0.56135505,0.89109594,0.78388578,0.00000000,-0.59143478,0.00000000,0.00000000,0.00000000,-0.58280027,-0.58885872,-0.96299797,-0.96807599
reservation,1.82760215,0.80706272,0.91667080,0.90477031,0.00000000,0.81775823,0.44742048,0.00000000,0.00000000,-0.59702319,-1.46905720,0.89859307,0.71553236,0.95642251,0.87691909,0.87010026,0.93944037,0.00000000,0.66820836,0.96730810,0.89484096,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59702319,0.00000000,-0.50278300,-0.96627420
reserve,1.13828060,0.95002985,0.87465879,0.94744715,0.00000000,0.44499722,0.45100015,0.00000000,0.00000000,-0.57846624,-1.95138633,0.93830281,0.96175689,0.89924783,0.85006976,0.95197839,0.94291592,0.00000000,0.00000000,0.88999444,0.90200031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57846624,0.00000000,-0.97793907,-0.97344726
reservoir,-0.02726874,0.00000000,0.90040034,0.94669458,0.00000000,0.28326258,0.38199952,0.00000000,0.00000000,-0.62361103,-1.91601473,0.00000000,0.00000000,0.86466622,0.93613446,0.92964160,0.96374756,0.00000000,0.56652516,0.00000000,0.76399904,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62361103,0.00000000,-0.95345289,-0.96256185
reset,0.53151828,0.00000000,0.87462425,0.95919669,0.00000000,0.93637583,0.26052955,0.00000000,0.00000000,-0.59726948,-1.90193856,0.00000000,0.00000000,0.97088158,0.77836692,0.95430332,0.96409005,0.00000000,0.89524913,0.97750252,0.52105910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59726948,-0.92448592,-0.97745264,0.00000000
residence,-0.21736935,0.29981139,0.85061270,0.89658976,0.00000000,0.00000000,0.27714807,0.00000000,0.00000000,-0.60905188,-1.93247938,0.59962279,0.00000000,0.81477648,0.88644892,0.85772824,0.93545127,0.00000000,0.00000000,0.00000000,0.55429614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60905188,0.00000000,-0.96538961,-0.96708977
resident,-1.35238296,0.32676110,0.00000000,0.73016700,0.00000000,0.40534443,0.00000000,-0.29519421,0.00000000,-0.58551240,-1.93394887,0.65352219,0.00000000,0.00000000,0.00000000,0.75894910,0.70138490,0.00000000,0.81068885,0.00000000,0.00000000,0.00000000,-0.59038842,0.00000000,0.00000000,0.00000000,-0.58551240,0.00000000,-0.96943140,-0.96451747
residue,-0.20403087,0.00000000,0.76964453,0.95559016,0.00000000,0.85842904,0.48848936,0.00000000,0.00000000,-0.62827337,-2.64791059,0.00000000,0.00000000,0.75504315,0.78424591,0.93674302,0.97443730,0.00000000,0.74617153,0.97068655,0.97697872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62827337,-0.71238011,-0.96651679,-0.96901369
resist,-1.06608027,0.72995648,0.33736628,0.78229588,0.00000000,0.25706244,0.00000000,-0.71544459,0.00000000,-0.57679486,-1.88052189,0.60877377,0.85113919,0.67473257,0.00000000,0.71052396,0.85406780,0.00000000,0.00000000,0.51412487,0.00000000,0.00000000,-0.76313061,-0.66775858,0.00000000,0.00000000,-0.57679486,-0.91106576,-0.96945614,0.00000000
resistance,1.15140864,0.95420584,0.36702621,0.94576743,0.00000000,0.91834772,0.44897792,0.00000000,0.00000000,-0.58150345,-1.90141302,0.95960140,0.94881028,0.00000000,0.73405242,0.93189162,0.95964324,0.00000000,0.85876387,0.97793156,0.89795583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58150345,0.00000000,-0.93881661,-0.96259642
resolution,0.79786867,0.43330550,0.76940468,0.90787590,0.00000000,0.87568542,0.35365564,0.00000000,0.00000000,-0.61868513,-1.92337334,0.86661100,0.00000000,0.65736139,0.88144797,0.87327999,0.94247180,0.00000000,0.77144951,0.97992134,0.70731127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61868513,0.00000000,-0.95704246,-0.96633089
resolve,1.30277407,0.00000000,0.67040017,0.92288914,0.00000000,0.86359149,0.40397006,0.00000000,0.00000000,-0.58356899,-0.97450781,0.00000000,0.00000000,0.80470890,0.53609145,0.91339654,0.93238175,0.00000000,0.78324097,0.94394201,0.80794013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58356899,0.00000000,-0.97450781,0.00000000
resort,0.61097699,0.31773138,0.80707175,0.89450020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59133720,-0.81698912,0.63546276,0.00000000,0.79739302,0.81675047,0.89908051,0.88991988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59133720,-0.81698912,0.00000000,0.00000000
resource,1.11200020,0.39476541,0.85107154,0.95808697,0.00000000,0.70371792,0.47003075,0.00000000,0.00000000,-0.59058684,-1.67508554,0.78953081,0.00000000,0.85572219,0.84642088,0.94924271,0.96693122,0.00000000,0.57262337,0.83481246,0.94006151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59058684,0.00000000,-0.96218973,-0.71289581
respect,1.05095553,0.00000000,0.31412438,0.95568538,0.00000000,0.84102300,0.48553324,0.00000000,0.00000000,-0.57391989,-0.97149056,0.00000000,0.00000000,0.00000000,0.62824875,0.95740968,0.95396107,0.00000000,0.74622768,0.93581831,0.97106647,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57391989,0.00000000,-0.97149056,0.00000000
respite,1.10273084,0.00000000,0.89407930,0.90764233,0.00000000,0.90531525,0.44497943,0.00000000,0.00000000,-0.59671599,-1.45256948,0.00000000,0.00000000,0.96352625,0.82463235,0.91488796,0.90039670,0.00000000,0.83593100,0.97469950,0.88995886,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59671599,-0.90533787,-0.54723161,0.00000000
response,1.86597165,0.40178198,0.87147111,0.93987739,0.00000000,0.96566823,0.27460712,0.00000000,0.00000000,-0.63105285,-0.95638132,0.80356395,0.00000000,0.88636446,0.85657775,0.93199033,0.94776446,0.00000000,0.94954979,0.98178667,0.54921424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63105285,0.00000000,0.00000000,-0.95638132
responsibility,0.77980107,0.34838015,0.65081805,0.92888308,0.00000000,0.86736628,0.47897330,0.00000000,0.00000000,-0.58599287,-1.90862691,0.69676030,0.00000000,0.66303515,0.63860095,0.94119453,0.91657162,0.00000000,0.85966873,0.87506384,0.95794660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58599287,0.00000000,-0.94341397,-0.96521294
rest,1.21478304,0.75061914,0.76981467,0.72712430,0.00000000,0.91474792,0.39358997,0.00000000,0.00000000,-0.58890593,-1.75220704,0.53176498,0.96947330,0.85052043,0.68910891,0.83899415,0.61525446,0.00000000,0.85206974,0.97742611,0.78717995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58890593,-0.93274128,-0.81946576,0.00000000
restaurant,0.73068154,0.33548659,0.77678245,0.81988358,0.00000000,0.32124782,0.00000000,0.00000000,0.00000000,-0.55545443,-0.96726447,0.67097318,0.00000000,0.72572553,0.82783937,0.84377861,0.79598856,0.00000000,0.00000000,0.64249563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55545443,0.00000000,0.00000000,-0.96726447
restoration,1.46219444,0.00000000,0.75836012,0.86915192,0.00000000,0.97350568,0.39226663,0.00000000,0.00000000,-0.58189166,-0.94919825,0.00000000,0.00000000,0.69243127,0.82428896,0.94089115,0.79741269,0.00000000,0.97012556,0.97688580,0.78453326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58189166,0.00000000,0.00000000,-0.94919825
restriction,0.41231525,0.00000000,0.83644414,0.85544693,0.00000000,0.87848562,0.34706074,0.00000000,0.00000000,-0.61154163,-1.89358056,0.00000000,0.00000000,0.81510055,0.85778773,0.92430699,0.78658688,0.00000000,0.78008580,0.97688544,0.69412148,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61154163,0.00000000,-0.92825121,-0.96532935
restroom,1.41809002,0.00000000,0.91528007,0.91614553,0.00000000,0.72696361,0.37688655,0.00000000,0.00000000,-0.55750608,-0.95967966,0.00000000,0.00000000,0.89334196,0.93721819,0.93470162,0.89758945,0.00000000,0.70515370,0.74877352,0.75377309,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55750608,0.00000000,0.00000000,-0.95967966
restructuring,1.46207431,0.29624251,0.84684470,0.89809135,0.00000000,0.96808565,0.00000000,0.00000000,0.00000000,-0.62135208,-0.92583781,0.59248501,0.00000000,0.85294360,0.84074581,0.90743113,0.88875157,0.00000000,0.95498258,0.98118871,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62135208,0.00000000,0.00000000,-0.92583781
result,1.19798678,0.00000000,0.82297343,0.91729313,0.00000000,0.81941140,0.00000000,0.00000000,0.00000000,-0.60358638,-0.75810480,0.00000000,0.00000000,0.76671875,0.87922812,0.91071343,0.92387283,0.00000000,0.65741795,0.98140484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60358638,0.00000000,0.00000000,-0.75810480
resume,1.65361279,0.32833600,0.95236498,0.88876954,0.00000000,0.68385080,0.34583443,0.00000000,0.00000000,-0.57256740,-0.97297555,0.65667200,0.00000000,0.97908360,0.92564636,0.86760348,0.90993559,0.00000000,0.80414665,0.56355494,0.69166887,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57256740,0.00000000,-0.97297555,0.00000000
retailer,0.24140462,0.43724892,0.63202977,0.71519691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57608515,-0.96698582,0.87449783,0.00000000,0.64415342,0.61990613,0.80419827,0.62619555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57608515,0.00000000,0.00000000,-0.96698582
retention,-1.10848185,0.36347356,0.25541899,0.89522818,0.00000000,0.48548159,0.29636875,-0.29169589,0.00000000,-0.59128177,-2.52147526,0.72694713,0.00000000,0.00000000,0.51083797,0.88765931,0.90279704,0.00000000,0.00000000,0.97096318,0.59273750,0.00000000,-0.58339179,0.00000000,0.00000000,0.00000000,-0.59128177,-0.59850246,-0.95598930,-0.96698350
rethinking,2.02976239,0.30935693,0.70611435,0.65894917,0.00000000,0.96412286,0.00000000,0.00000000,0.00000000,-0.60878092,0.00000000,0.61871386,0.00000000,0.59310663,0.81912208,0.81486988,0.50302845,0.00000000,0.95314777,0.97509795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60878092,0.00000000,0.00000000,0.00000000
retina,0.12122372,0.00000000,0.91478434,0.94874084,0.00000000,0.00000000,0.44261158,0.00000000,0.00000000,-0.63378638,-1.55112666,0.00000000,0.00000000,0.92754084,0.90202785,0.94249129,0.95499039,0.00000000,0.00000000,0.00000000,0.88522315,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63378638,0.00000000,-0.58566129,-0.96546537
retirement,1.23301995,0.30657464,0.72211987,0.92957777,0.00000000,0.79942250,0.00000000,0.00000000,0.00000000,-0.57622546,-0.94844937,0.61314929,0.00000000,0.74157113,0.70266861,0.92755377,0.93160176,0.00000000,0.62064159,0.97820342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57622546,0.00000000,0.00000000,-0.94844937
retouching,2.14627165,0.26721954,0.36094272,0.76651633,0.00000000,0.95964175,0.39744246,0.00000000,0.00000000,-0.60549116,0.00000000,0.53443909,0.00000000,0.00000000,0.72188544,0.77398586,0.75904679,0.00000000,0.95139372,0.96788979,0.79488492,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60549116,0.00000000,0.00000000,0.00000000
retreat,1.67142603,0.45964095,0.91241348,0.88584074,0.00000000,0.95564458,0.00000000,0.00000000,0.00000000,-0.58426756,-0.95784616,0.91928190,0.00000000,0.95323706,0.87158990,0.91051137,0.86117011,0.00000000,0.93143874,0.97985041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58426756,-0.95784616,0.00000000,0.00000000
retrospect,-1.65580192,0.00000000,0.37171236,0.79926074,0.00000000,0.00000000,0.00000000,-0.31816739,0.00000000,-0.65043688,-1.85817075,0.00000000,0.00000000,0.74342471,0.00000000,0.94231343,0.65620804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63633478,0.00000000,0.00000000,0.00000000,-0.65043688,0.00000000,-0.90236372,-0.95580703
retrospective,1.60887888,0.41727564,0.92475682,0.87917125,0.00000000,0.95921350,0.00000000,0.00000000,0.00000000,-0.63254517,-0.93899316,0.83455127,0.00000000,0.97277844,0.87673521,0.94657648,0.81176603,0.00000000,0.94319886,0.97522813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63254517,0.00000000,0.00000000,-0.93899316
retrospectivity,1.98772913,0.28541374,0.33461291,0.90293777,0.00000000,0.90924492,0.44617051,-0.26473227,0.00000000,-0.62591845,0.00000000,0.57082748,0.00000000,0.00000000,0.66922581,0.94075871,0.86511683,0.00000000,0.84635919,0.97213066,0.89234102,0.00000000,-0.52946454,0.00000000,0.00000000,0.00000000,-0.62591845,0.00000000,0.00000000,0.00000000
return,-0.56725299,0.00000000,0.83195090,0.78679675,0.00000000,0.95051378,0.00000000,0.00000000,0.00000000,-0.57234883,-2.56416559,0.00000000,0.00000000,0.94895869,0.71494311,0.83283681,0.74075669,0.00000000,0.92497176,0.97605580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57234883,-0.91971487,-0.97235256,-0.67209816
reunion,0.77432391,0.45489466,0.87615767,0.94267076,0.00000000,0.94518679,0.00000000,0.00000000,0.00000000,-0.56808847,-1.87649751,0.90978932,0.00000000,0.93722028,0.81509507,0.94375694,0.94158459,0.00000000,0.91329211,0.97708148,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56808847,0.00000000,-0.93298948,-0.94350803
revascularisation,2.07343733,0.00000000,0.41426525,0.95554641,0.00000000,0.97041333,0.37693948,0.00000000,0.00000000,-0.64372712,0.00000000,0.00000000,0.00000000,0.00000000,0.82853049,0.94735825,0.96373457,0.00000000,0.95699823,0.98382843,0.75387895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64372712,0.00000000,0.00000000,0.00000000
revascularization,2.15386862,0.00000000,0.41534379,0.95151430,0.00000000,0.97052431,0.45646182,0.00000000,0.00000000,-0.63997561,0.00000000,0.00000000,0.00000000,0.00000000,0.83068758,0.94410992,0.95891869,0.00000000,0.95700103,0.98404759,0.91292363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63997561,0.00000000,0.00000000,0.00000000
reveal,0.07240042,0.00000000,0.75302270,0.77741796,0.00000000,0.96034747,0.00000000,0.00000000,0.00000000,-0.60667688,-1.81171083,0.00000000,0.00000000,0.80384797,0.70219743,0.93781817,0.61701775,0.00000000,0.94073361,0.97996134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60667688,0.00000000,-0.96868449,-0.84302634
revelation,0.52440768,0.00000000,0.83565566,0.82369319,0.00000000,0.96312696,0.39809966,0.00000000,0.00000000,-0.58105236,-1.91511542,0.00000000,0.00000000,0.89421153,0.77709979,0.88930619,0.75808018,0.00000000,0.94646591,0.97978801,0.79619932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58105236,0.00000000,-0.95073932,-0.96437609
revenant,1.31123209,0.44439110,0.72703812,0.83639324,0.00000000,0.31760719,0.33459345,0.00000000,0.00000000,-0.61251998,-0.73627102,0.88878220,0.00000000,0.94228113,0.51179510,0.93401927,0.73876721,0.00000000,0.63521439,0.00000000,0.00000000,0.66918689,0.00000000,0.00000000,0.00000000,0.00000000,-0.61251998,0.00000000,-0.73627102,0.00000000
revenge,1.29052699,0.00000000,0.77693656,0.94131121,0.00000000,0.93332919,0.35045680,0.00000000,0.00000000,-0.60060519,-1.11090159,0.00000000,0.00000000,0.76126641,0.79260671,0.93888229,0.94374013,0.00000000,0.89042985,0.97622854,0.70091361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60060519,-0.51576781,-0.59513378,0.00000000
revenue,0.10527560,0.00000000,0.36333042,0.93380845,0.00000000,0.83940563,0.48183113,0.00000000,0.00000000,-0.58564317,-1.92745686,0.00000000,0.00000000,0.00000000,0.72666085,0.92518449,0.94243240,0.00000000,0.70990491,0.96890634,0.96366227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58564317,0.00000000,-0.95952171,-0.96793514
reversal,-0.49934536,0.00000000,0.88682684,0.94629478,0.00000000,0.95394668,0.00000000,0.00000000,0.00000000,-0.57868707,-2.70772660,0.00000000,0.00000000,0.92143065,0.85222304,0.93496972,0.95761985,0.00000000,0.92898941,0.97890395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57868707,-0.78892416,-0.95209485,-0.96670759
reverse,-0.07241496,0.00000000,0.70827669,0.95309743,0.00000000,0.78745866,0.00000000,-0.27005476,0.00000000,-0.51342267,-1.73777032,0.00000000,0.00000000,0.66928798,0.74726540,0.93776679,0.96842808,0.00000000,0.61766016,0.95725715,0.00000000,0.00000000,-0.54010952,0.00000000,0.00000000,0.00000000,-0.51342267,-0.76553160,-0.97223872,0.00000000
review,1.19045869,0.37505853,0.81772202,0.84737054,0.00000000,0.96960330,0.37533581,0.00000000,0.00000000,-0.59864247,-1.59598905,0.75011706,0.00000000,0.94118249,0.69426155,0.93048459,0.76425648,0.00000000,0.96119839,0.97800821,0.75067163,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59864247,-0.62524712,-0.97074193,0.00000000
revitalisation,2.02056912,0.33120286,0.67220181,0.92729098,0.00000000,0.96731368,0.29811114,0.00000000,0.00000000,-0.63436216,-0.54118919,0.66240573,0.00000000,0.65828252,0.68612111,0.92840582,0.92617613,0.00000000,0.95589757,0.97872978,0.59622228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63436216,0.00000000,-0.54118919,0.00000000
revitalization,2.07372788,0.32610476,0.68549937,0.91860884,0.00000000,0.96458355,0.37749201,0.00000000,0.00000000,-0.63293254,-0.56562811,0.65220952,0.00000000,0.64768887,0.72330987,0.92037290,0.91684479,0.00000000,0.95103759,0.97812951,0.75498402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63293254,0.00000000,-0.56562811,0.00000000
revival,0.72793302,0.45593020,0.85949093,0.89570922,0.00000000,0.96903706,0.00000000,0.00000000,0.00000000,-0.56613922,-1.88609517,0.91186041,0.00000000,0.90362787,0.81535399,0.93809211,0.85332632,0.00000000,0.95876282,0.97931129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56613922,0.00000000,-0.92096704,-0.96512812
revolution,2.64397290,0.45178658,0.84849373,0.95173797,0.00000000,0.96559897,0.00000000,0.00000000,0.00000000,-0.57364434,0.00000000,0.90357316,0.00000000,0.94298398,0.75400347,0.95400435,0.94947159,0.00000000,0.95268029,0.97851765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57364434,0.00000000,0.00000000,0.00000000
revolver,0.05362749,0.00000000,0.95685315,0.86811370,0.00000000,0.30608556,0.41495976,0.00000000,0.00000000,-0.55909973,-1.93328494,0.00000000,0.00000000,0.96122205,0.95248425,0.94068623,0.79554117,0.00000000,0.61217111,0.00000000,0.82991952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55909973,0.00000000,-0.96775836,-0.96552658
reward,1.41085118,0.00000000,0.90505537,0.92353877,0.00000000,0.79342020,0.35025704,0.00000000,0.00000000,-0.58805537,-0.97336483,0.00000000,0.00000000,0.93733120,0.87277955,0.93554151,0.91153604,0.00000000,0.60842657,0.97841382,0.70051408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58805537,0.00000000,-0.97336483,0.00000000
rhetoric,0.14323935,0.00000000,0.36811087,0.91629255,0.00000000,0.94178870,0.46453276,0.00000000,0.00000000,-0.63054413,-1.91694140,0.00000000,0.00000000,0.00000000,0.73622173,0.94626898,0.88631612,0.00000000,0.90620065,0.97737676,0.92906553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63054413,0.00000000,-0.95202267,-0.96491873
rheumatism,2.77786857,0.43624651,0.63687164,0.90566397,0.00000000,0.94979012,0.42827618,0.00000000,0.00000000,-0.57897985,0.00000000,0.87249303,0.00000000,0.58449441,0.68924886,0.90729755,0.90403038,0.00000000,0.92749262,0.97208762,0.85655236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57897985,0.00000000,0.00000000,0.00000000
rhinoceros,3.17791265,0.92928839,0.71068579,0.94918576,0.00000000,0.73637080,0.44956139,0.00000000,0.00000000,-0.59717947,0.00000000,0.91008377,0.94849300,0.77471453,0.64665705,0.94952863,0.94884288,0.00000000,0.79847568,0.67426592,0.00000000,0.89912277,0.00000000,0.00000000,0.00000000,0.00000000,-0.59717947,0.00000000,0.00000000,0.00000000
rhubarb,1.70150837,0.26439402,0.32851937,0.92720875,0.00000000,0.84735286,0.48170990,0.00000000,0.00000000,-0.57478189,-0.57289463,0.52878803,0.00000000,0.00000000,0.65703875,0.89704031,0.95737720,0.00000000,0.90597284,0.78873289,0.96341980,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57478189,0.00000000,-0.57289463,0.00000000
rhyme,1.08698842,0.33154175,0.91176561,0.95275187,0.00000000,0.91792884,0.41838235,0.00000000,0.00000000,-0.61266339,-1.83271861,0.66308349,0.00000000,0.92328537,0.90024585,0.94779867,0.95770508,0.00000000,0.89268035,0.94317734,0.83676469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61266339,-0.93734765,-0.89537096,0.00000000
rhythm,2.06725454,0.42249960,0.91653433,0.96465561,0.00000000,0.92699021,0.44170314,0.00000000,0.00000000,-0.64418375,-0.96094459,0.84499919,0.00000000,0.91337395,0.91969472,0.96200812,0.96730310,0.00000000,0.88164407,0.97233635,0.88340628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.64418375,0.00000000,0.00000000,-0.96094459
rib,1.31248605,0.00000000,0.88204420,0.91311648,0.00000000,0.28599992,0.44346529,0.00000000,0.00000000,-0.61933935,-0.59280050,0.00000000,0.00000000,0.86172563,0.90236276,0.91183275,0.91440022,0.00000000,0.57199985,0.00000000,0.88693058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61933935,0.00000000,-0.59280050,0.00000000
ribbon,0.61353719,0.00000000,0.89457014,0.93715769,0.00000000,0.54878461,0.48694035,0.00000000,0.00000000,-0.57690269,-1.67701292,0.00000000,0.00000000,0.94360405,0.84553623,0.91649729,0.95781809,0.00000000,0.59179294,0.50577629,0.97388071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.57690269,0.00000000,-0.71895826,-0.95805466
