noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable
photographer,-0.26895741,0.36944076,0.82721022,0.76653633,0.00000000,0.38936576,0.35962912,-0.80881536,-0.61883390,-0.95557153,-0.59791881
independence,-0.26916948,0.00000000,0.41691247,0.92918369,0.00000000,0.79429594,0.38455635,0.00000000,0.00000000,-0.93915856,-1.85495937
attendance,-0.26979023,0.32987201,0.62280589,0.84321100,0.00000000,0.47892073,0.33362123,0.00000000,0.00000000,-0.96487182,-1.91334927
skyline,-0.27042469,0.00000000,0.86833766,0.90867203,0.00000000,0.58205551,0.00000000,0.00000000,0.00000000,-0.92041886,-1.70907104
nickel,-0.27060848,0.00000000,0.94250593,0.96752685,0.00000000,0.75074327,0.48371235,0.00000000,0.00000000,-0.92246079,-2.49263608
divalent,-0.27063155,0.69887769,0.88260296,0.94642970,0.00000000,0.26499039,0.00000000,-0.63112175,0.00000000,-0.95210600,-1.48030454
bather,-0.27240807,0.79372314,0.69745490,0.87701088,0.00000000,0.00000000,0.00000000,-0.71059644,0.00000000,-0.98486096,-0.94513959
cashier,-0.27289957,0.39081818,0.74155393,0.45694116,0.00000000,0.00000000,0.00000000,-0.89320910,0.00000000,-0.96900374,0.00000000
hip,-0.27343678,0.88492924,0.87513626,0.86365741,0.00000000,0.00000000,0.33123052,0.00000000,0.00000000,-0.95674205,-2.27164817
drum,-0.27578124,0.46306977,0.95489866,0.81903249,0.00000000,0.81103846,0.43958017,0.00000000,0.00000000,-0.96790260,-2.79549819
woolens,-0.27663076,0.48796380,0.26963729,0.59267268,0.00000000,0.38757676,0.44483379,-0.93340981,-0.57456744,-0.95133781,0.00000000
basketball,-0.27749604,0.00000000,0.84713399,0.88857442,0.00000000,0.76011917,0.48608372,0.00000000,-0.50537926,-0.97458619,-1.77944189
desert,-0.27865195,0.00000000,0.82654622,0.92655811,0.00000000,0.26440972,0.44528306,0.00000000,0.00000000,-0.92007554,-1.82137352
equity,-0.27885199,0.31308112,0.83511770,0.95865554,0.00000000,0.00000000,0.48342767,0.00000000,0.00000000,-0.94281209,-1.92632192
email,-0.27970585,0.37134725,0.90863484,0.86866450,0.00000000,0.91164666,0.48341462,0.00000000,0.00000000,-0.93766671,-2.88574702
stump,-0.28172004,0.00000000,0.89514345,0.94247901,0.00000000,0.00000000,0.46956295,0.00000000,0.00000000,-0.82311082,-1.76579463
mop,-0.28222504,0.00000000,0.90858725,0.90325156,0.00000000,0.43563092,0.33667710,0.00000000,0.00000000,-0.94394201,-1.92242986
water,-0.28274143,0.00000000,0.81688479,0.91889849,0.00000000,0.40848827,0.49078768,0.00000000,0.00000000,-0.96517926,-1.95262140
ping,-0.28313038,0.31204644,0.93420389,0.93155038,0.00000000,0.90175435,0.44760638,0.00000000,0.00000000,-0.94485354,-2.86543828
essence,-0.28326771,0.29330337,0.78303912,0.95830348,0.00000000,0.61432248,0.47773734,0.00000000,0.00000000,-0.74522227,-2.66475123
painter,-0.28336066,0.33539709,0.80243579,0.79925361,0.00000000,0.37152809,0.29019997,-0.70684087,-0.55051631,-0.91578186,-0.70903617
reminder,-0.28352618,0.00000000,0.92093405,0.76017770,0.00000000,0.90055513,0.45016140,-0.66743523,0.00000000,-0.91706347,-1.73085576
tic,-0.28392130,0.42212924,0.88196099,0.95413882,0.00000000,0.88804474,0.00000000,0.00000000,0.00000000,-0.87902451,-2.55117059
flame,-0.28463194,0.00000000,0.90616155,0.46689540,0.00000000,0.78811449,0.46722540,0.00000000,0.00000000,-0.96347564,-1.94955313
doll,-0.28554121,0.00000000,0.93775657,0.86785647,0.00000000,0.27545288,0.45373803,0.00000000,0.00000000,-0.97838229,-1.84196287
snowflake,-0.28608915,0.00000000,0.93859553,0.86541969,0.00000000,0.31499845,0.43062904,0.00000000,0.00000000,-0.96867740,-1.86705446
bottom-line,-0.28641716,0.37156811,0.87742975,0.94472444,0.00000000,0.37626222,0.00000000,0.00000000,0.00000000,-0.93376678,-1.92263490
farmland,-0.28745511,0.00000000,0.82854226,0.90656695,0.00000000,0.40962407,0.48734415,0.00000000,0.00000000,-0.98225254,-1.93728000
guess,-0.28779984,0.00000000,0.79894415,0.93843773,0.00000000,0.42479420,0.00000000,-0.72113031,0.00000000,-0.81819779,-0.91064781
progress,-0.28829348,0.00000000,0.82081556,0.31931457,0.00000000,0.88679540,0.43815705,0.00000000,0.00000000,-0.96104038,-1.79233569
bloom,-0.28967080,0.00000000,0.90514439,0.89673805,0.00000000,0.91608059,0.44774517,0.00000000,0.00000000,-0.98418182,-2.47119719
quality,-0.29158866,0.00000000,0.78403419,0.96334505,0.00000000,0.00000000,0.45206094,0.00000000,0.00000000,-0.90561712,-1.58541173
precedence,-0.29200140,0.00000000,0.76526871,0.95115188,0.00000000,0.40020350,0.46654999,0.00000000,0.00000000,-0.95632172,-1.91885376
arch-rival,-0.29248792,0.44787273,0.78780174,0.92282027,0.00000000,0.82982817,0.00000000,-0.59399569,0.00000000,-0.94549906,-1.74131608
sunrise,-0.29338267,0.00000000,0.83921933,0.91290781,0.00000000,0.85542357,0.00000000,0.00000000,0.00000000,-0.96563691,-1.93529648
mansard,-0.29361162,0.31819490,0.86965433,0.86136597,0.00000000,0.00000000,0.31204286,0.00000000,0.00000000,-0.96136868,-1.69350100
classic,-0.29408512,0.36608672,0.92237833,0.94617131,0.00000000,0.88235536,0.00000000,-0.52146786,0.00000000,-0.95726806,-1.93234092
obesity,-0.29469422,0.00000000,0.56380635,0.88908398,0.00000000,0.75601411,0.36615524,0.00000000,0.00000000,-0.96896559,-1.90078831
webmail,-0.29604739,0.26819751,0.89458531,0.86742556,0.00000000,0.93030164,0.48603982,0.00000000,0.00000000,-0.92966336,-2.81293386
shore,-0.29677397,0.00000000,0.81059456,0.92146069,0.00000000,0.00000000,0.38494152,0.00000000,0.00000000,-0.94437116,-1.46939957
e-book,-0.29694265,0.30492675,0.93693140,0.89897537,0.00000000,0.82420298,0.35299957,0.00000000,0.00000000,-0.92181867,-2.69316006
elf,-0.29744112,0.36395437,0.82500163,0.76982078,0.00000000,0.00000000,0.30244297,0.00000000,-0.74164915,-0.92259514,-0.89441657
bootie,-0.29744875,0.41407803,0.93827590,0.86533722,0.00000000,0.88947281,0.46579933,0.00000000,0.00000000,-0.97988129,-2.89053077
repair,-0.29830909,0.00000000,0.95561761,0.83840743,0.00000000,0.97412720,0.40408492,0.00000000,0.00000000,-0.93794143,-2.53260481
knight,-0.29865181,0.38211468,0.79997298,0.77864483,0.00000000,0.00000000,0.26738355,0.00000000,-0.64708161,-0.97183734,-0.90784889
netsuke,-0.29931420,0.00000000,0.85073224,0.75787893,0.00000000,0.73117900,0.00000000,0.00000000,0.00000000,-0.88882130,-1.75028306
possession,-0.30035290,0.00000000,0.77585036,0.86419514,0.00000000,0.48773700,0.48151076,0.00000000,0.00000000,-0.98204035,-1.92760581
promise,-0.30067834,0.00000000,0.87577134,0.90841740,0.00000000,0.85602123,0.48219690,0.00000000,0.00000000,-0.98513985,-2.43794537
destroyer,-0.30117112,0.46437415,0.91285279,0.84644476,0.00000000,0.34383914,0.00000000,0.00000000,0.00000000,-0.97618282,-1.89249915
hardboard,-0.30143696,0.00000000,0.95227125,0.83232370,0.00000000,0.43586960,0.33978054,0.00000000,0.00000000,-0.92475975,-1.93692231
temp,-0.30180410,0.00000000,0.86425704,0.96063936,0.00000000,0.33680841,0.32252103,0.00000000,0.00000000,-0.85065615,-1.93537378
base,-0.30246976,0.47681367,0.87775004,0.94655952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.90858144,-1.69501156
rocket-ship,-0.30281648,0.44772118,0.89826423,0.83585235,0.00000000,0.40404809,0.00000000,0.00000000,0.00000000,-0.95563102,-1.93307132
carrier,-0.30283320,0.46149758,0.85491726,0.84636337,0.00000000,0.25899613,0.00000000,0.00000000,0.00000000,-0.95202655,-1.77258098
tepee,-0.30323789,0.00000000,0.95502871,0.89615268,0.00000000,0.37821552,0.34671110,0.00000000,0.00000000,-0.96857929,-1.91076660
knuckle,-0.30358672,0.00000000,0.86892155,0.81972390,0.00000000,0.52615181,0.33955151,0.00000000,-0.52791965,-0.63988042,-1.69013542
worth,-0.30398017,0.00000000,0.00000000,0.34086880,0.00000000,0.00000000,0.28307799,0.00000000,0.00000000,-0.92792696,0.00000000
victim,-0.30527055,0.26672426,0.70090523,0.83371994,0.00000000,0.00000000,0.41499439,-0.60697281,0.00000000,-0.96197104,-0.95267051
spice,-0.30599532,0.00000000,0.95397303,0.96779481,0.00000000,0.92348221,0.49015307,0.00000000,0.00000000,-0.97886014,-2.66253829
presence,-0.30631864,0.35263598,0.64272413,0.93358406,0.00000000,0.37283298,0.27052572,0.00000000,0.00000000,-0.95631397,-1.92230755
rope,-0.30653924,0.00000000,0.91041219,0.87027079,0.00000000,0.27460209,0.47572526,0.00000000,0.00000000,-0.94812423,-1.88942534
belfry,-0.30700767,0.44539118,0.86388177,0.90226743,0.00000000,0.93191883,0.36073077,0.00000000,0.00000000,-0.98061275,-2.83058488
pledge,-0.30747762,0.32568175,0.90128839,0.94642580,0.00000000,0.90781057,0.42125896,0.00000000,0.00000000,-0.92226630,-2.88767678
coin,-0.30910167,0.00000000,0.93952784,0.90741798,0.00000000,0.72032964,0.48943993,0.00000000,0.00000000,-0.91961861,-2.44619846
newspaper,-0.30952784,0.44208005,0.87765124,0.76602840,0.00000000,0.28012553,0.31545991,0.00000000,-0.56099761,-0.93714243,-1.49273294
straw,-0.30965677,0.00000000,0.93434250,0.91831401,0.00000000,0.29432672,0.40723032,0.00000000,0.00000000,-0.94316578,-1.92070454
hospital,-0.31100613,0.28226984,0.83634755,0.89961806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.97207284,-1.35716873
neuropathologist,-0.31219986,0.32502159,0.75456929,0.81410426,0.00000000,0.35064697,0.00000000,-0.86994797,-0.72887123,-0.95772278,0.00000000
paddle,-0.31237355,0.00000000,0.94718778,0.89097536,0.00000000,0.87499812,0.39491278,0.00000000,0.00000000,-0.98496431,-2.43548328
cosset,-0.31314045,0.78625298,0.85513535,0.90323552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.97149748,-1.88626683
savior,-0.31374964,0.31691393,0.80411419,0.92471600,0.00000000,0.31479725,0.00000000,0.00000000,0.00000000,-0.97903776,-1.69525325
bankbook,-0.31471428,0.00000000,0.94644907,0.84595922,0.00000000,0.34097505,0.43674639,0.00000000,0.00000000,-0.94895774,-1.93588626
physical,-0.31502366,0.00000000,0.65038088,0.88698420,0.00000000,0.58311588,0.00000000,-0.54167151,0.00000000,-0.92622542,-0.96760768
vitality,-0.31600723,0.00000000,0.78717771,0.96245366,0.00000000,0.87724692,0.47109908,0.00000000,0.00000000,-0.97743094,-2.43655366
reservoir,-0.31733677,0.00000000,0.95490611,0.94669458,0.00000000,0.28326258,0.38199952,0.00000000,0.00000000,-0.96818483,-1.91601473
asset,-0.31833476,0.00000000,0.92751810,0.91004643,0.00000000,0.00000000,0.47450668,0.00000000,0.00000000,-0.91214448,-1.71826148
load,-0.31936830,0.30500916,0.92753887,0.90264052,0.00000000,0.79427812,0.43019080,0.00000000,0.00000000,-0.94644845,-2.73257732
tog,-0.31950876,0.44964105,0.87290901,0.84547615,0.00000000,0.59163269,0.00000000,0.00000000,0.00000000,-0.96355951,-2.11560816
morning,-0.32039201,0.00000000,0.85730252,0.88477683,0.00000000,0.77676567,0.00000000,0.00000000,0.00000000,-0.96722537,-1.87201166
percentage,-0.32039568,0.34039032,0.79817098,0.96404752,0.00000000,0.00000000,0.43198991,0.00000000,0.00000000,-0.93487364,-1.92012078
barbeque,-0.32058454,0.44248646,0.87404406,0.85949859,0.00000000,0.93515494,0.34171653,0.00000000,0.00000000,-0.99090594,-2.78257918
vase,-0.32136917,0.00000000,0.92157534,0.89419112,0.00000000,0.68717310,0.46044984,0.00000000,0.00000000,-0.90416604,-2.38059253
oar,-0.32190517,0.27743757,0.87361380,0.85076278,0.00000000,0.90125030,0.46947938,0.00000000,0.00000000,-0.94955051,-2.74489850
pop,-0.32255772,0.43658182,0.93285915,0.89138934,0.00000000,0.83378291,0.43431443,0.00000000,0.00000000,-0.97286981,-2.87861556
boyfriend,-0.32287964,0.00000000,0.80066171,0.85325852,0.00000000,0.29475132,0.31992733,0.00000000,0.00000000,-0.97071362,-1.62076491
scrip,-0.32293600,0.00000000,0.93565857,0.93049031,0.00000000,0.92641076,0.48024657,0.00000000,0.00000000,-0.74108076,-2.85466146
halloween,-0.32329860,0.38318089,0.00000000,0.91160411,0.00000000,0.41135007,0.00000000,0.00000000,-0.56046218,-0.95891076,-0.51006073
skate,-0.32392430,0.40328237,0.94098160,0.73575380,0.00000000,0.94254002,0.43508494,0.00000000,0.00000000,-0.95338452,-2.82818252
mover,-0.32440561,0.45258075,0.85240853,0.73386019,0.00000000,0.42409176,0.00000000,0.00000000,0.00000000,-0.98767340,-1.79967344
cormorant,-0.32501507,0.40865561,0.69118699,0.83892262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.95618808,-1.30759221
pantsuit,-0.32644093,0.00000000,0.94415212,0.84087333,0.00000000,0.30282721,0.00000000,0.00000000,0.00000000,-0.93649632,-1.47779727
slope,-0.32700279,0.00000000,0.93890262,0.95880616,0.00000000,0.77588287,0.38742262,0.00000000,0.00000000,-0.96580237,-2.42221469
copper,-0.32735106,0.00000000,0.85398731,0.86083612,0.00000000,0.37256578,0.48868155,0.00000000,0.00000000,-0.97409171,-1.92933011
frame,-0.32756841,0.31879348,0.91170543,0.93021926,0.00000000,0.32219735,0.00000000,0.00000000,0.00000000,-0.87664926,-1.93383467
bureau,-0.32895705,0.77534407,0.47164842,0.92421740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.95229340,-1.54787356
deposit,-0.33048216,0.26226836,0.93177348,0.96175206,0.00000000,0.92290235,0.28718850,0.00000000,0.00000000,-0.98305696,-2.71330994
alpha,-0.33049124,0.47231194,0.79382777,0.89094162,0.00000000,0.48360017,0.45839918,0.00000000,-0.56243420,-0.93572992,-1.93140781
cornflakes,-0.33050042,0.46670875,0.31240937,0.00000000,0.00000000,0.94435170,0.43608084,-0.93181264,-0.61029184,-0.94794661,0.00000000
bagpipe,-0.33139259,0.00000000,0.94071823,0.84930721,0.00000000,0.41125354,0.31021923,0.00000000,0.00000000,-0.92011863,-1.92277217
elbow,-0.33140257,0.00000000,0.93227881,0.93063799,0.00000000,0.40493605,0.31532106,0.00000000,0.00000000,-0.98216724,-1.93240923
weasel,-0.33159384,0.43393695,0.75936967,0.84608418,0.00000000,0.35868707,0.00000000,0.00000000,0.00000000,-0.92854530,-1.80112642
vixen,-0.33218378,0.94512677,0.69569781,0.92216417,0.00000000,0.32424283,0.41100311,-0.80478632,0.00000000,-0.97962546,-1.84600669
choker,-0.33284003,0.34557122,0.89995524,0.80386803,0.00000000,0.42795873,0.00000000,0.00000000,0.00000000,-0.92735958,-1.88283366
sailboat,-0.33290631,0.45188749,0.95626274,0.88386169,0.00000000,0.43202069,0.36777785,0.00000000,0.00000000,-0.98768204,-2.43703473
fallacy,-0.33297321,0.00000000,0.89051765,0.96582982,0.00000000,0.48869267,0.42127249,-0.54763204,0.00000000,-0.64803737,-1.90361643
robin,-0.33300954,0.42014468,0.85229740,0.88313651,0.00000000,0.60171470,0.00000000,0.00000000,-0.57534838,-0.97335696,-1.54159749
treasury,-0.33323267,0.00000000,0.78070226,0.91759956,0.00000000,0.26305419,0.34397501,0.00000000,0.00000000,-0.95947534,-1.67908835
lender,-0.33331981,0.46889418,0.77151784,0.83678195,0.00000000,0.25127932,0.00000000,-0.70687568,0.00000000,-0.98400158,-0.97091585
earrings,-0.33391628,0.48000738,0.36704245,0.00000000,0.00000000,0.95493394,0.45355389,-0.95296514,-0.72780561,-0.90868318,0.00000000
bait,-0.33393013,0.00000000,0.92592120,0.94056806,0.00000000,0.86521199,0.49045902,0.00000000,0.00000000,-0.95439887,-2.60169154
carport,-0.33412591,0.33924106,0.92371812,0.94064084,0.00000000,0.00000000,0.25882596,0.00000000,0.00000000,-0.96967036,-1.82688153
kitten,-0.33452436,0.00000000,0.92846215,0.84616834,0.00000000,0.32717496,0.46382621,0.00000000,-0.51339447,-0.80705833,-1.57970321
coincidence,-0.33503717,0.00000000,0.94162428,0.95812774,0.00000000,0.87814286,0.26433292,-0.55659950,0.00000000,-0.93164003,-1.88902545
wharf,-0.33508918,0.34533373,0.89190090,0.95482329,0.00000000,0.31175366,0.00000000,0.00000000,0.00000000,-0.97773480,-1.86116594
atheist,-0.33531412,0.38247779,0.70160413,0.85828692,0.00000000,0.00000000,0.00000000,-0.83458072,-0.69811356,-0.74498868,0.00000000
public,-0.33668727,0.89332843,0.35764533,0.80257484,0.00000000,0.25846818,0.00000000,-0.74509221,0.00000000,-0.94974273,-0.95386910
charter,-0.33669555,0.45978826,0.93209538,0.91201243,0.00000000,0.86945385,0.31320649,0.00000000,0.00000000,-0.95470423,-2.86854774
cash,-0.33722812,0.00000000,0.86846659,0.37355044,0.00000000,0.77060890,0.49000603,0.00000000,-0.91657299,-0.94834787,-0.97493923
creature,-0.33761537,0.46217433,0.83740744,0.85328335,0.00000000,0.00000000,0.40985656,0.00000000,0.00000000,-0.97752833,-1.92280871
clarification,-0.33788821,0.00000000,0.88957953,0.91323501,0.00000000,0.96914434,0.47817382,0.00000000,0.00000000,-0.90152854,-2.68649238
suitcase,-0.33893517,0.00000000,0.95838693,0.80853942,0.00000000,0.00000000,0.40507737,0.00000000,0.00000000,-0.93709004,-1.57384884
sunroom,-0.33985540,0.00000000,0.89517894,0.86359236,0.00000000,0.00000000,0.25137207,0.00000000,0.00000000,-0.94274634,-1.40725243
pattypan,-0.34008470,0.00000000,0.82466096,0.75361428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.95134968,-0.96701026
radio,-0.34045058,0.34790748,0.93518683,0.88564453,0.00000000,0.67732462,0.45387521,0.00000000,0.00000000,-0.95122814,-2.68916112
longboat,-0.34095967,0.73582032,0.94136825,0.82769158,0.00000000,0.42783269,0.28751600,0.00000000,0.00000000,-0.96075547,-2.60043305
catcher,-0.34159511,0.29236272,0.78471014,0.76265341,0.00000000,0.28738540,0.00000000,-0.57429832,0.00000000,-0.93267572,-0.96173275
balcony,-0.34248739,0.25498819,0.87833360,0.91556236,0.00000000,0.00000000,0.26847130,0.00000000,0.00000000,-0.96447456,-1.69536829
requirement,-0.34258100,0.00000000,0.89373854,0.93230078,0.00000000,0.84156534,0.45972896,0.00000000,0.00000000,-0.81211114,-2.65780348
tub,-0.34301960,0.00000000,0.94812819,0.85550684,0.00000000,0.38674143,0.00000000,0.00000000,0.00000000,-0.92976969,-1.60362637
station-wagon,-0.34385070,0.43108886,0.90789708,0.82391036,0.00000000,0.41001350,0.00000000,0.00000000,0.00000000,-0.97540379,-1.94135672
mail,-0.34387141,0.00000000,0.89204091,0.81297874,0.00000000,0.92801824,0.49165609,0.00000000,0.00000000,-0.93363941,-2.53492600
rate,-0.34448442,0.00000000,0.94346422,0.93784982,0.00000000,0.63107076,0.00000000,0.00000000,0.00000000,-0.93905705,-1.91781217
confirmation,-0.34546769,0.00000000,0.85093877,0.93162346,0.00000000,0.96732187,0.32097641,0.00000000,0.00000000,-0.96564704,-2.45068115
government,-0.34560671,0.75923187,0.45979321,0.83159968,0.00000000,0.00000000,0.00000000,-0.50076240,0.00000000,-0.94239348,-0.95307559
can,-0.34596628,0.00000000,0.73297349,0.84055975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.97004879,-0.94945073
consul,-0.34657380,0.39275315,0.73841950,0.82652473,0.00000000,0.33979771,0.00000000,-0.86501342,0.00000000,-0.93453646,-0.84451902
involvement,-0.34679908,0.32753098,0.72668955,0.88333723,0.00000000,0.92575034,0.41380808,0.00000000,0.00000000,-0.97579086,-2.64812440
marshland,-0.34703469,0.00000000,0.77563265,0.88925710,0.00000000,0.35383320,0.47267395,0.00000000,0.00000000,-0.97008014,-1.86835146
swing,-0.34827796,0.35566723,0.93917340,0.92650965,0.00000000,0.95045459,0.33884603,0.00000000,0.00000000,-0.97245544,-2.88647342
tug,-0.34843725,0.39138800,0.92215568,0.91887021,0.00000000,0.89957839,0.00000000,0.00000000,0.00000000,-0.96572268,-2.51470685
temptress,-0.34848288,0.40702569,0.80126312,0.84027001,0.00000000,0.25594744,0.00000000,-0.76895833,0.00000000,-0.97998303,-0.90404779
trapdoor,-0.34879023,0.00000000,0.89550659,0.88067293,0.00000000,0.00000000,0.42386517,0.00000000,0.00000000,-0.91664940,-1.63218552
glass,-0.35213774,0.00000000,0.90815571,0.79156649,0.00000000,0.31525615,0.48919606,0.00000000,0.00000000,-0.91753787,-1.93877429
cone,-0.35218200,0.31408367,0.91735712,0.90785947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.93634045,-1.55514181
spirit,-0.35252029,0.46249697,0.84713063,0.89787337,0.00000000,0.00000000,0.35503718,0.00000000,-0.53352952,-0.81487405,-1.56665486
turret,-0.35275656,0.38801658,0.95191029,0.85959601,0.00000000,0.31315258,0.00000000,0.00000000,0.00000000,-0.95853615,-1.90689588
hop,-0.35362133,0.47413248,0.88148120,0.96084222,0.00000000,0.75012454,0.34876317,0.00000000,0.00000000,-0.97496682,-2.79399812
tower,-0.35414064,0.30679405,0.88994116,0.85055408,0.00000000,0.00000000,0.30222318,0.00000000,0.00000000,-0.91696888,-1.78668422
bottle,-0.35428438,0.00000000,0.94519559,0.87664288,0.00000000,0.36786678,0.37271842,0.00000000,0.00000000,-0.97641438,-1.94029367
work,-0.35503533,0.37015292,0.77778962,0.92495263,0.00000000,0.96593389,0.48935741,0.00000000,0.00000000,-0.98217541,-2.90104640
hassock,-0.35510796,0.44050685,0.86072171,0.75427392,0.00000000,0.45117116,0.00000000,0.00000000,0.00000000,-0.97533959,-1.88644201
gas,-0.35590240,0.00000000,0.86487535,0.96135759,0.00000000,0.88769931,0.48962235,0.00000000,0.00000000,-0.97213334,-2.58732367
analogue,-0.35660654,0.26651576,0.92511824,0.95989060,0.00000000,0.80470362,0.31697056,0.00000000,0.00000000,-0.94201881,-2.68778652
break,-0.35664964,0.29682672,0.91360790,0.89497438,0.00000000,0.92524573,0.00000000,0.00000000,0.00000000,-0.82368213,-2.56362224
height,-0.35676247,0.00000000,0.79174140,0.91840884,0.00000000,0.00000000,0.30022973,0.00000000,0.00000000,-0.91765279,-1.44948965
alley,-0.35813224,0.00000000,0.93131447,0.95695746,0.00000000,0.00000000,0.29169238,0.00000000,0.00000000,-0.97706544,-1.56103110
vampire,-0.35821170,0.38361096,0.82497153,0.75951439,0.00000000,0.25264624,0.00000000,0.00000000,-0.71397990,-0.91457176,-0.95040315
confidence,-0.35908476,0.00000000,0.41286802,0.89965039,0.00000000,0.71159157,0.45414734,0.00000000,0.00000000,-0.95961344,-1.87772864
tool,-0.35910553,0.34952924,0.93893367,0.94598901,0.00000000,0.42601845,0.46645814,0.00000000,0.00000000,-0.86111742,-2.62491661
draw,-0.36035773,0.40990496,0.93612525,0.91874760,0.00000000,0.94655594,0.28898129,0.00000000,0.00000000,-0.96656078,-2.89411199
compass,-0.36049807,0.32017538,0.95758316,0.93310714,0.00000000,0.37425688,0.35245398,0.00000000,0.00000000,-0.94550681,-2.35256779
trench,-0.36152390,0.00000000,0.94776443,0.90583089,0.00000000,0.77169871,0.41303614,0.00000000,0.00000000,-0.94096774,-2.45888633
postbox,-0.36233622,0.44022399,0.92387915,0.88608974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.92013514,-1.69239396
volcano,-0.36240467,0.00000000,0.88856626,0.94363278,0.00000000,0.44391140,0.25923705,0.00000000,0.00000000,-0.97731704,-1.92043513
neck,-0.36305648,0.33060616,0.81884643,0.88861221,0.00000000,0.00000000,0.34497902,0.00000000,0.00000000,-0.92911947,-1.81698084
ankle,-0.36335394,0.00000000,0.91016740,0.91245463,0.00000000,0.29417560,0.39405254,0.00000000,0.00000000,-0.94225609,-1.93194801
bungalow,-0.36392131,0.00000000,0.94153056,0.89860532,0.00000000,0.35310197,0.28576794,0.00000000,0.00000000,-0.97010499,-1.87282211
cycle,-0.36421931,0.42346933,0.94451621,0.94915423,0.00000000,0.86153719,0.28879422,0.00000000,0.00000000,-0.93607986,-2.89561063
revolver,-0.36509982,0.00000000,0.96455690,0.86811370,0.00000000,0.30608556,0.41495976,0.00000000,0.00000000,-0.98553079,-1.93328494
spider,-0.36583304,0.43721914,0.89287820,0.91796386,0.00000000,0.67031971,0.43284124,0.00000000,-0.53467095,-0.90462589,-2.27775836
stiletto,-0.36658812,0.00000000,0.90360099,0.85783798,0.00000000,0.62490427,0.00000000,0.00000000,0.00000000,-0.97241551,-1.78051585
fight,-0.36732376,0.25552613,0.93108946,0.86717585,0.00000000,0.93447056,0.30169684,0.00000000,0.00000000,-0.98280710,-2.67447549
tunnel,-0.36738375,0.00000000,0.94198933,0.94448739,0.00000000,0.70127094,0.26572770,0.00000000,0.00000000,-0.93828827,-2.28257084
tweet,-0.36858341,0.28201753,0.93736032,0.93463647,0.00000000,0.86919776,0.46222088,0.00000000,0.00000000,-0.96306998,-2.89094639
slapstick,-0.36941010,0.00000000,0.82807547,0.76063260,0.00000000,0.73317975,0.45573577,0.00000000,0.00000000,-0.95371884,-2.19331485
detector,-0.36969170,0.45601904,0.94018167,0.90048227,0.00000000,0.74644095,0.00000000,0.00000000,0.00000000,-0.86848658,-2.54432905
kind,-0.37051454,0.81345296,0.35369742,0.92855623,0.00000000,0.00000000,0.00000000,-0.84354138,0.00000000,-0.83400619,-0.78867358
digger,-0.37090573,0.45713410,0.83955175,0.70528594,0.00000000,0.27691725,0.00000000,0.00000000,-0.72167730,-0.97658277,-0.95153469
side,-0.37093601,0.44025734,0.57074976,0.90036017,0.00000000,0.00000000,0.00000000,-0.55767256,0.00000000,-0.92981750,-0.79481322
dish,-0.37225506,0.00000000,0.96022886,0.91527846,0.00000000,0.94627133,0.47967103,0.00000000,0.00000000,-0.95686644,-2.71683830
mill,-0.37328839,0.38736230,0.92882374,0.91528648,0.00000000,0.37015915,0.26915219,0.00000000,0.00000000,-0.95583540,-2.28823686
skull,-0.37373745,0.00000000,0.93514583,0.94726074,0.00000000,0.00000000,0.44182476,0.00000000,0.00000000,-0.91444701,-1.78352177
smith,-0.37405065,0.82136443,0.78257141,0.81283742,0.00000000,0.27881041,0.00000000,-0.62980801,0.00000000,-0.92055064,-1.51927567
jute,-0.37489834,0.34118724,0.85838851,0.96501139,0.00000000,0.63841751,0.38308680,0.00000000,0.00000000,-0.96238017,-2.59860963
gig,-0.37633690,0.34696341,0.91494536,0.89513266,0.00000000,0.96257141,0.37181634,0.00000000,0.00000000,-0.96119642,-2.90656966
studio,-0.37702820,0.47377741,0.82563373,0.84585112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.95334363,-1.56894684
cranky,-0.37727314,0.43156156,0.00000000,0.77045530,0.00000000,0.27363846,0.00000000,-0.89828438,0.00000000,-0.95464408,0.00000000
canopy,-0.37766010,0.00000000,0.94060782,0.88107416,0.00000000,0.31439599,0.27621344,0.00000000,0.00000000,-0.94830221,-1.84164929
span,-0.37773305,0.00000000,0.77302712,0.90769637,0.00000000,0.36328682,0.39908597,0.00000000,0.00000000,-0.93897212,-1.88185722
hacksaw,-0.37814876,0.00000000,0.92755890,0.84914213,0.00000000,0.66408578,0.00000000,0.00000000,0.00000000,-0.97884130,-1.84009427
meatball,-0.37961084,0.00000000,0.88137105,0.85838565,0.00000000,0.73529941,0.00000000,0.00000000,0.00000000,-0.96534818,-1.88931876
